date,channel,region,campaign,impressions,clicks,spend,conversions,revenue,ctr,cpc,conv_rate,roas,cpa
2024-05-29,Social Ads,France,Retargeting Q3,68418,4782,3777.78,78,12340.85,6.99,0.79,1.64,3.27,48.43
2024-05-29,Social Ads,Germany,Retargeting Q3,65701,3705,12300.6,59,3496.6,5.64,3.32,1.6,0.28,208.48
2024-05-29,Social Ads,UK,Seasonal Promo Q4,34715,2697,6688.56,43,15973.02,7.77,2.48,1.62,2.39,155.55
2024-05-29,Social Ads,Spain,Brand Awareness Q1,74348,4936,12290.64,171,18394.03,6.64,2.49,3.47,1.5,71.88
2024-05-29,Social Ads,Italy,Seasonal Promo Q4,31012,573,830.85,15,4473.23,1.85,1.45,2.73,5.38,55.39
2024-05-29,Email,France,Seasonal Promo Q4,28070,2063,598.27,87,21877.43,7.35,0.29,4.22,36.57,6.88
2024-05-29,Email,Germany,Product Launch Q2,37260,1270,3263.9,74,12823.25,3.41,2.57,5.83,3.93,44.11
2024-05-29,Email,UK,Product Launch Q2,35753,729,510.3,32,10724.43,2.04,0.7,4.47,21.02,15.95
2024-05-29,Email,Spain,Seasonal Promo Q4,29917,2171,4754.49,40,6022.61,7.26,2.19,1.87,1.27,118.86
2024-05-29,Email,Italy,Retargeting Q3,34105,2206,2073.64,46,9171.83,6.47,0.94,2.13,4.42,45.08
2024-05-30,SEA,France,Brand Awareness Q1,9555,409,204.5,5,1958.22,4.29,0.5,1.24,9.58,40.9
2024-05-30,SEA,Germany,Product Launch Q2,72036,1664,3660.8,82,7566.76,2.31,2.2,4.94,2.07,44.64
2024-05-30,SEA,UK,Brand Awareness Q1,31201,1145,606.85,39,4079.0,3.67,0.53,3.46,6.72,15.56
2024-05-30,SEA,Spain,Product Launch Q2,51428,2833,9462.22,167,21341.18,5.51,3.34,5.9,2.26,56.66
2024-05-30,SEA,Italy,Retargeting Q3,16749,1298,2375.34,64,17317.98,7.75,1.83,4.97,7.29,37.11
2024-05-30,Display,France,Retargeting Q3,75009,5265,14584.05,178,29104.63,7.02,2.77,3.39,2.0,81.93
2024-05-30,Display,Germany,Product Launch Q2,22173,447,1533.21,26,10237.59,2.02,3.43,5.82,6.68,58.97
2024-05-30,Display,UK,Retargeting Q3,23564,1807,5836.61,63,17146.03,7.67,3.23,3.54,2.94,92.64
2024-05-30,Display,Spain,Product Launch Q2,38260,3053,4091.02,181,63408.38,7.98,1.34,5.95,15.5,22.6
2024-05-30,Display,Italy,Retargeting Q3,29134,655,2200.8,19,3457.23,2.25,3.36,3.03,1.57,115.83
2024-05-30,Social Ads,France,Seasonal Promo Q4,32664,1175,423.0,34,11614.08,3.6,0.36,2.95,27.46,12.44
2024-05-30,Social Ads,Germany,Seasonal Promo Q4,37065,544,1272.96,19,2755.85,1.47,2.34,3.66,2.16,67.0
2024-05-30,Social Ads,UK,Retargeting Q3,41146,711,696.78,24,3848.14,1.73,0.98,3.43,5.52,29.03
2024-05-30,Social Ads,Spain,Product Launch Q2,20994,1169,1484.63,12,3371.96,5.57,1.27,1.07,2.27,123.72
2024-05-30,Social Ads,Italy,Seasonal Promo Q4,55510,1232,2932.16,43,6466.7,2.22,2.38,3.54,2.21,68.19
2024-05-30,Email,France,Retargeting Q3,35046,1752,4520.16,74,13700.41,5.0,2.58,4.28,3.03,61.08
2024-05-30,Email,Germany,Product Launch Q2,41287,2700,945.0,69,17183.55,6.54,0.35,2.59,18.18,13.7
2024-05-30,Email,UK,Retargeting Q3,13820,494,795.34,22,1654.56,3.58,1.61,4.6,2.08,36.15
2024-05-30,Email,Spain,Seasonal Promo Q4,48246,1929,501.54,109,8934.01,4.0,0.26,5.67,17.81,4.6
2024-05-30,Email,Italy,Brand Awareness Q1,32724,1682,2842.58,58,19238.53,5.14,1.69,3.48,6.77,49.01
2024-05-31,SEA,France,Product Launch Q2,67542,4471,12876.48,48,5234.62,6.62,2.88,1.09,0.41,268.26
2024-05-31,SEA,Germany,Brand Awareness Q1,6954,104,318.24,3,292.75,1.5,3.06,3.48,0.92,106.08
2024-05-31,SEA,UK,Seasonal Promo Q4,24617,775,2557.5,29,9081.76,3.15,3.3,3.86,3.55,88.19
2024-05-31,SEA,Spain,Seasonal Promo Q4,57891,2454,5079.78,80,5017.4,4.24,2.07,3.27,0.99,63.5
2024-05-31,SEA,Italy,Product Launch Q2,33261,505,813.05,27,3536.01,1.52,1.61,5.47,4.35,30.11
2024-05-31,Display,France,Retargeting Q3,22282,904,1346.96,43,9078.75,4.06,1.49,4.82,6.74,31.32
2024-05-31,Display,Germany,Product Launch Q2,74522,3532,6251.64,131,22708.31,4.74,1.77,3.72,3.63,47.72
2024-05-31,Display,UK,Brand Awareness Q1,79929,5834,14585.0,148,13371.93,7.3,2.5,2.54,0.92,98.55
2024-05-31,Display,Spain,Retargeting Q3,55099,1818,1490.76,104,29664.93,3.3,0.82,5.77,19.9,14.33
2024-05-31,Display,Italy,Retargeting Q3,28814,757,514.76,13,3316.73,2.63,0.68,1.79,6.44,39.6
2024-05-31,Social Ads,France,Seasonal Promo Q4,8082,518,932.4,14,5566.62,6.42,1.8,2.89,5.97,66.6
2024-05-31,Social Ads,Germany,Seasonal Promo Q4,42236,1841,4694.55,18,3551.45,4.36,2.55,1.01,0.76,260.81
2024-05-31,Social Ads,UK,Retargeting Q3,56857,1785,3570.0,85,19018.25,3.14,2.0,4.81,5.33,42.0
2024-05-31,Social Ads,Spain,Product Launch Q2,63697,3280,10660.0,177,14365.22,5.15,3.25,5.42,1.35,60.23
2024-05-31,Social Ads,Italy,Retargeting Q3,55548,4016,6465.76,238,33302.4,7.23,1.61,5.95,5.15,27.17
2024-05-31,Email,France,Product Launch Q2,9328,108,109.08,2,254.41,1.16,1.01,2.57,2.33,54.54
2024-05-31,Email,Germany,Product Launch Q2,9932,508,746.76,11,2192.5,5.12,1.47,2.36,2.94,67.89
2024-05-31,Email,UK,Product Launch Q2,65870,2694,1508.64,112,31082.9,4.09,0.56,4.17,20.6,13.47
2024-05-31,Email,Spain,Seasonal Promo Q4,79620,4673,4392.62,94,27556.34,5.87,0.94,2.03,6.27,46.73
2024-05-31,Email,Italy,Seasonal Promo Q4,6042,135,182.25,2,212.77,2.25,1.35,1.81,1.17,91.12
2024-06-01,SEA,France,Retargeting Q3,32049,1278,1239.66,17,2718.38,3.99,0.97,1.39,2.19,72.92
2024-06-01,SEA,Germany,Seasonal Promo Q4,73749,3945,8087.25,151,25275.85,5.35,2.05,3.85,3.13,53.56
2024-06-01,SEA,UK,Retargeting Q3,50702,3782,5937.74,119,18384.07,7.46,1.57,3.17,3.1,49.9
2024-06-01,SEA,Spain,Retargeting Q3,39304,2798,9261.38,68,8669.48,7.12,3.31,2.46,0.94,136.2
2024-06-01,SEA,Italy,Product Launch Q2,14567,952,1151.92,15,3739.27,6.54,1.21,1.61,3.25,76.79
2024-06-01,Display,France,Retargeting Q3,36779,2515,8349.8,57,14387.47,6.84,3.32,2.29,1.72,146.49
2024-06-01,Display,Germany,Product Launch Q2,34676,1740,1896.6,53,2968.62,5.02,1.09,3.05,1.57,35.78
2024-06-01,Display,UK,Seasonal Promo Q4,24150,620,1339.2,21,1993.03,2.57,2.16,3.5,1.49,63.77
2024-06-01,Display,Spain,Retargeting Q3,33642,2664,6420.24,97,31009.73,7.92,2.41,3.67,4.83,66.19
2024-06-01,Display,Italy,Seasonal Promo Q4,18075,495,267.3,5,1814.88,2.74,0.54,1.04,6.79,53.46
2024-06-01,Social Ads,France,Seasonal Promo Q4,21919,313,241.01,16,5065.43,1.43,0.77,5.3,21.02,15.06
2024-06-01,Social Ads,Germany,Seasonal Promo Q4,47837,1487,4475.87,40,6018.92,3.11,3.01,2.74,1.34,111.9
2024-06-01,Social Ads,UK,Brand Awareness Q1,53567,1799,5109.16,29,9344.12,3.36,2.84,1.66,1.83,176.18
2024-06-01,Social Ads,Spain,Seasonal Promo Q4,37038,396,475.2,15,5203.35,1.07,1.2,3.83,10.95,31.68
2024-06-01,Social Ads,Italy,Product Launch Q2,13400,273,606.06,10,3380.36,2.04,2.22,3.83,5.58,60.61
2024-06-01,Email,France,Retargeting Q3,51631,903,2501.31,18,6341.78,1.75,2.77,2.02,2.54,138.96
2024-06-01,Email,Germany,Retargeting Q3,56574,3988,7736.72,158,18424.4,7.05,1.94,3.97,2.38,48.97
2024-06-01,Email,UK,Product Launch Q2,66781,5175,10505.25,163,54141.68,7.75,2.03,3.15,5.15,64.45
2024-06-01,Email,Spain,Retargeting Q3,14015,396,550.44,9,1267.03,2.83,1.39,2.49,2.3,61.16
2024-06-01,Email,Italy,Retargeting Q3,56976,2119,1017.12,44,10547.41,3.72,0.48,2.11,10.37,23.12
2024-06-02,SEA,France,Product Launch Q2,11299,813,959.34,15,5101.27,7.2,1.18,1.92,5.32,63.96
2024-06-02,SEA,Germany,Retargeting Q3,22790,280,285.6,7,1067.25,1.23,1.02,2.55,3.74,40.8
2024-06-02,SEA,UK,Seasonal Promo Q4,58290,1433,802.48,35,9875.25,2.46,0.56,2.51,12.31,22.93
2024-06-02,SEA,Spain,Brand Awareness Q1,71117,4402,10696.86,188,60818.16,6.19,2.43,4.29,5.69,56.9
2024-06-02,SEA,Italy,Product Launch Q2,9282,452,1437.36,25,3995.68,4.87,3.18,5.75,2.78,57.49
2024-06-02,Display,France,Brand Awareness Q1,79590,5587,8157.02,218,14724.39,7.02,1.46,3.91,1.81,37.42
2024-06-02,Display,Germany,Brand Awareness Q1,68870,2803,3195.42,93,10779.93,4.07,1.14,3.33,3.37,34.36
2024-06-02,Display,UK,Retargeting Q3,44596,1092,1365.0,19,4518.13,2.45,1.25,1.78,3.31,71.84
2024-06-02,Display,Spain,Seasonal Promo Q4,11151,238,687.82,9,1333.04,2.14,2.89,4.05,1.94,76.42
2024-06-02,Display,Italy,Product Launch Q2,49346,1120,3001.6,52,16320.83,2.27,2.68,4.65,5.44,57.72
2024-06-02,Social Ads,France,Brand Awareness Q1,31079,749,1438.08,13,4259.1,2.41,1.92,1.77,2.96,110.62
2024-06-02,Social Ads,Germany,Product Launch Q2,22864,253,326.37,9,789.59,1.11,1.29,3.87,2.42,36.26
2024-06-02,Social Ads,UK,Brand Awareness Q1,6305,164,150.88,3,641.87,2.61,0.92,2.27,4.25,50.29
2024-06-02,Social Ads,Spain,Brand Awareness Q1,21102,1200,1932.0,39,14682.92,5.69,1.61,3.28,7.6,49.54
2024-06-02,Social Ads,Italy,Retargeting Q3,62349,4358,2919.86,147,38732.5,6.99,0.67,3.39,13.27,19.86
2024-06-02,Email,France,Brand Awareness Q1,37653,2744,1070.16,65,11671.94,7.29,0.39,2.39,10.91,16.46
2024-06-02,Email,Germany,Retargeting Q3,15255,1157,890.89,24,6086.46,7.59,0.77,2.15,6.83,37.12
2024-06-02,Email,UK,Product Launch Q2,68915,1509,452.7,35,12994.27,2.19,0.3,2.35,28.7,12.93
2024-06-02,Email,Spain,Brand Awareness Q1,11116,210,247.8,2,780.54,1.89,1.18,1.34,3.15,123.9
2024-06-02,Email,Italy,Retargeting Q3,16910,706,522.44,12,3947.69,4.18,0.74,1.82,7.56,43.54
2024-06-03,SEA,France,Retargeting Q3,11831,848,330.72,42,12716.52,7.17,0.39,5.07,38.45,7.87
2024-06-03,SEA,Germany,Seasonal Promo Q4,76626,3248,8964.48,49,18182.45,4.24,2.76,1.51,2.03,182.95
2024-06-03,SEA,UK,Product Launch Q2,47089,3187,5003.59,130,44374.41,6.77,1.57,4.11,8.87,38.49
2024-06-03,SEA,Spain,Seasonal Promo Q4,39564,534,742.26,19,4519.87,1.35,1.39,3.71,6.09,39.07
2024-06-03,SEA,Italy,Brand Awareness Q1,25196,1642,2873.5,28,6356.73,6.52,1.75,1.74,2.21,102.62
2024-06-03,Display,France,Retargeting Q3,28577,597,1301.46,29,7387.07,2.09,2.18,5.01,5.68,44.88
2024-06-03,Display,Germany,Product Launch Q2,55499,2086,4088.56,95,35169.03,3.76,1.96,4.56,8.6,43.04
2024-06-03,Display,UK,Brand Awareness Q1,37427,1646,3736.42,53,16922.76,4.4,2.27,3.26,4.53,70.5
2024-06-03,Display,Spain,Seasonal Promo Q4,29419,500,240.0,29,2660.14,1.7,0.48,5.9,11.08,8.28
2024-06-03,Display,Italy,Brand Awareness Q1,72307,932,2330.0,55,13391.38,1.29,2.5,5.91,5.75,42.36
2024-06-03,Social Ads,France,Brand Awareness Q1,14690,614,221.04,31,4711.13,4.18,0.36,5.12,21.31,7.13
2024-06-03,Social Ads,Germany,Retargeting Q3,34561,1793,2438.48,70,18675.95,5.19,1.36,3.94,7.66,34.84
2024-06-03,Social Ads,UK,Seasonal Promo Q4,51525,1159,1448.75,62,19685.7,2.25,1.25,5.43,13.59,23.37
2024-06-03,Social Ads,Spain,Retargeting Q3,18372,406,272.02,14,2600.27,2.21,0.67,3.46,9.56,19.43
2024-06-03,Social Ads,Italy,Retargeting Q3,37738,958,1628.6,17,2996.26,2.54,1.7,1.82,1.84,95.8
2024-06-03,Email,France,Retargeting Q3,24615,494,711.36,14,2270.46,2.01,1.44,2.88,3.19,50.81
2024-06-03,Email,Germany,Product Launch Q2,55135,3831,3179.73,75,23068.44,6.95,0.83,1.98,7.25,42.4
2024-06-03,Email,UK,Brand Awareness Q1,31523,2468,2887.56,79,28968.92,7.83,1.17,3.21,10.03,36.55
2024-06-03,Email,Spain,Retargeting Q3,44941,2031,3879.21,71,17965.75,4.52,1.91,3.54,4.63,54.64
2024-06-03,Email,Italy,Seasonal Promo Q4,6539,189,51.03,3,1053.19,2.9,0.27,1.83,20.64,17.01
2024-06-04,SEA,France,Seasonal Promo Q4,71517,4140,1821.6,199,31765.9,5.79,0.44,4.83,17.44,9.15
2024-06-04,SEA,Germany,Product Launch Q2,70121,1963,4946.76,37,7381.45,2.8,2.52,1.91,1.49,133.7
2024-06-04,SEA,UK,Product Launch Q2,25966,1981,4298.77,51,6712.11,7.63,2.17,2.58,1.56,84.29
2024-06-04,SEA,Spain,Retargeting Q3,64290,4789,8428.64,238,25229.5,7.45,1.76,4.97,2.99,35.41
2024-06-04,SEA,Italy,Brand Awareness Q1,79349,1650,2607.0,89,15330.37,2.08,1.58,5.43,5.88,29.29
2024-06-04,Display,France,Product Launch Q2,23580,1572,1006.08,67,16779.92,6.67,0.64,4.27,16.68,15.02
2024-06-04,Display,Germany,Seasonal Promo Q4,24779,1276,752.84,33,11637.12,5.15,0.59,2.61,15.46,22.81
2024-06-04,Display,UK,Seasonal Promo Q4,33621,433,930.95,11,3109.64,1.29,2.15,2.58,3.34,84.63
2024-06-04,Display,Spain,Seasonal Promo Q4,35486,1437,2486.01,66,6861.31,4.05,1.73,4.6,2.76,37.67
2024-06-04,Display,Italy,Brand Awareness Q1,27591,1873,4832.34,80,30710.75,6.79,2.58,4.32,6.36,60.4
2024-06-04,Social Ads,France,Retargeting Q3,61552,2240,2934.4,51,11731.54,3.64,1.31,2.3,4.0,57.54
2024-06-04,Social Ads,Germany,Brand Awareness Q1,17726,418,1082.62,8,1907.27,2.36,2.59,2.12,1.76,135.33
2024-06-04,Social Ads,UK,Product Launch Q2,10715,311,609.56,16,4744.49,2.91,1.96,5.25,7.78,38.1
2024-06-04,Social Ads,Spain,Product Launch Q2,13419,903,433.44,47,3902.24,6.73,0.48,5.25,9.0,9.22
2024-06-04,Social Ads,Italy,Retargeting Q3,14996,539,636.02,23,8261.66,3.6,1.18,4.31,12.99,27.65
2024-06-04,Email,France,Seasonal Promo Q4,75559,1571,2576.44,48,10791.66,2.08,1.64,3.09,4.19,53.68
2024-06-04,Email,Germany,Retargeting Q3,44053,3198,1726.92,125,29474.18,7.26,0.54,3.91,17.07,13.82
2024-06-04,Email,UK,Brand Awareness Q1,77911,3708,5524.92,220,68755.9,4.76,1.49,5.94,12.44,25.11
2024-06-04,Email,Spain,Seasonal Promo Q4,10581,694,548.26,39,14447.48,6.56,0.79,5.64,26.35,14.06
2024-06-04,Email,Italy,Seasonal Promo Q4,62965,3444,6164.76,177,41112.38,5.47,1.79,5.16,6.67,34.83
2024-06-05,SEA,France,Brand Awareness Q1,57655,1712,5255.84,81,26023.26,2.97,3.07,4.74,4.95,64.89
2024-06-05,SEA,Germany,Product Launch Q2,62061,3767,3465.64,161,14349.54,6.07,0.92,4.29,4.14,21.53
2024-06-05,SEA,UK,Brand Awareness Q1,62162,4139,3269.81,81,4535.0,6.66,0.79,1.97,1.39,40.37
2024-06-05,SEA,Spain,Brand Awareness Q1,10960,327,725.94,11,3613.98,2.99,2.22,3.66,4.98,65.99
2024-06-05,SEA,Italy,Brand Awareness Q1,41884,2567,8445.43,143,35596.02,6.13,3.29,5.59,4.21,59.06
2024-06-05,Display,France,Retargeting Q3,16802,722,1610.06,12,3793.48,4.3,2.23,1.77,2.36,134.17
2024-06-05,Display,Germany,Brand Awareness Q1,74054,1244,908.12,55,4884.7,1.68,0.73,4.49,5.38,16.51
2024-06-05,Display,UK,Product Launch Q2,12472,316,515.08,9,2773.13,2.54,1.63,3.05,5.38,57.23
2024-06-05,Display,Spain,Retargeting Q3,5279,76,102.6,1,106.45,1.44,1.35,1.98,1.04,102.6
2024-06-05,Display,Italy,Brand Awareness Q1,30348,1459,1196.38,21,3414.98,4.81,0.82,1.48,2.85,56.97
2024-06-05,Social Ads,France,Brand Awareness Q1,47813,3189,3476.01,173,63093.2,6.67,1.09,5.43,18.15,20.09
2024-06-05,Social Ads,Germany,Product Launch Q2,51567,2511,1833.03,77,25688.04,4.87,0.73,3.09,14.01,23.81
2024-06-05,Social Ads,UK,Seasonal Promo Q4,78997,5032,2063.12,164,38850.56,6.37,0.41,3.26,18.83,12.58
2024-06-05,Social Ads,Spain,Product Launch Q2,26497,1791,4835.7,101,35373.04,6.76,2.7,5.67,7.31,47.88
2024-06-05,Social Ads,Italy,Seasonal Promo Q4,77851,6189,5446.32,331,87150.59,7.95,0.88,5.36,16.0,16.45
2024-06-05,Email,France,Retargeting Q3,31718,792,1425.6,43,3403.69,2.5,1.8,5.5,2.39,33.15
2024-06-05,Email,Germany,Seasonal Promo Q4,19948,1432,4840.16,79,24688.68,7.18,3.38,5.57,5.1,61.27
2024-06-05,Email,UK,Brand Awareness Q1,28204,1066,586.3,33,5169.32,3.78,0.55,3.17,8.82,17.77
2024-06-05,Email,Spain,Product Launch Q2,5107,398,330.34,17,5557.06,7.81,0.83,4.32,16.82,19.43
2024-06-05,Email,Italy,Product Launch Q2,34571,2081,1456.7,90,31248.18,6.02,0.7,4.37,21.45,16.19
2024-06-06,SEA,France,Seasonal Promo Q4,50787,3697,6358.84,147,51398.32,7.28,1.72,4.0,8.08,43.26
2024-06-06,SEA,Germany,Seasonal Promo Q4,47646,2839,7722.08,161,9164.88,5.96,2.72,5.7,1.19,47.96
2024-06-06,SEA,UK,Retargeting Q3,69619,2575,6051.25,80,21616.19,3.7,2.35,3.11,3.57,75.64
2024-06-06,SEA,Spain,Retargeting Q3,26895,279,884.43,10,851.58,1.04,3.17,3.69,0.96,88.44
2024-06-06,SEA,Italy,Seasonal Promo Q4,37422,2391,5379.75,79,16243.04,6.39,2.25,3.34,3.02,68.1
2024-06-06,Display,France,Seasonal Promo Q4,20306,856,1592.16,13,5063.21,4.22,1.86,1.55,3.18,122.47
2024-06-06,Display,Germany,Product Launch Q2,74892,4119,8196.81,102,28688.46,5.5,1.99,2.49,3.5,80.36
2024-06-06,Display,UK,Retargeting Q3,7180,569,1655.79,9,1680.99,7.93,2.91,1.75,1.02,183.98
2024-06-06,Display,Spain,Brand Awareness Q1,57330,2717,7390.24,110,19125.22,4.74,2.72,4.06,2.59,67.18
2024-06-06,Display,Italy,Product Launch Q2,23135,756,657.72,30,7728.35,3.27,0.87,4.08,11.75,21.92
2024-06-06,Social Ads,France,Brand Awareness Q1,50013,1640,3591.6,71,19162.62,3.28,2.19,4.36,5.34,50.59
2024-06-06,Social Ads,Germany,Seasonal Promo Q4,63240,3901,12210.13,152,39936.54,6.17,3.13,3.9,3.27,80.33
2024-06-06,Social Ads,UK,Retargeting Q3,40142,2163,1449.21,88,17429.98,5.39,0.67,4.09,12.03,16.47
2024-06-06,Social Ads,Spain,Brand Awareness Q1,13248,841,1757.69,25,1438.94,6.35,2.09,2.98,0.82,70.31
2024-06-06,Social Ads,Italy,Retargeting Q3,77515,5015,8575.65,222,49796.97,6.47,1.71,4.43,5.81,38.63
2024-06-06,Email,France,Retargeting Q3,79839,2387,2649.57,137,16130.3,2.99,1.11,5.77,6.09,19.34
2024-06-06,Email,Germany,Retargeting Q3,19751,766,766.0,39,9034.18,3.88,1.0,5.19,11.79,19.64
2024-06-06,Email,UK,Seasonal Promo Q4,32034,1214,2573.68,61,5330.56,3.79,2.12,5.04,2.07,42.19
2024-06-06,Email,Spain,Product Launch Q2,43399,2790,5468.4,65,10439.84,6.43,1.96,2.33,1.91,84.13
2024-06-06,Email,Italy,Brand Awareness Q1,72471,4812,14869.08,126,13836.75,6.64,3.09,2.63,0.93,118.01
2024-06-07,SEA,France,Brand Awareness Q1,26499,1004,3383.48,12,2280.9,3.79,3.37,1.2,0.67,281.96
2024-06-07,SEA,Germany,Brand Awareness Q1,7369,506,399.74,18,2491.77,6.88,0.79,3.67,6.23,22.21
2024-06-07,SEA,UK,Brand Awareness Q1,34024,340,1050.6,13,1514.29,1.0,3.09,3.87,1.44,80.82
2024-06-07,SEA,Spain,Seasonal Promo Q4,48238,2112,5068.8,78,10369.04,4.38,2.4,3.7,2.05,64.98
2024-06-07,SEA,Italy,Product Launch Q2,39329,2686,7117.9,41,7038.53,6.83,2.65,1.53,0.99,173.61
2024-06-07,Display,France,Brand Awareness Q1,6909,141,475.17,6,2221.92,2.05,3.37,4.94,4.68,79.2
2024-06-07,Display,Germany,Seasonal Promo Q4,5082,126,307.44,5,1579.6,2.49,2.44,4.6,5.14,61.49
2024-06-07,Display,UK,Brand Awareness Q1,18346,944,2898.08,37,10203.39,5.15,3.07,3.98,3.52,78.33
2024-06-07,Display,Spain,Seasonal Promo Q4,51849,1923,999.96,44,10906.13,3.71,0.52,2.31,10.91,22.73
2024-06-07,Display,Italy,Brand Awareness Q1,75957,4291,13559.56,105,21744.34,5.65,3.16,2.47,1.6,129.14
2024-06-07,Social Ads,France,Seasonal Promo Q4,70883,4486,14444.92,249,69413.65,6.33,3.22,5.56,4.81,58.01
2024-06-07,Social Ads,Germany,Product Launch Q2,26233,1023,2373.36,11,985.04,3.9,2.32,1.17,0.42,215.76
2024-06-07,Social Ads,UK,Retargeting Q3,61063,2204,5443.88,27,3914.57,3.61,2.47,1.24,0.72,201.63
2024-06-07,Social Ads,Spain,Seasonal Promo Q4,44716,3420,3522.6,137,51833.93,7.65,1.03,4.01,14.71,25.71
2024-06-07,Social Ads,Italy,Seasonal Promo Q4,68432,1998,2657.34,62,22681.8,2.92,1.33,3.11,8.54,42.86
2024-06-07,Email,France,Product Launch Q2,54050,1162,3834.6,33,10744.44,2.15,3.3,2.89,2.8,116.2
2024-06-07,Email,Germany,Product Launch Q2,20313,664,889.76,26,9237.41,3.27,1.34,3.99,10.38,34.22
2024-06-07,Email,UK,Brand Awareness Q1,46343,3489,9524.97,66,23053.0,7.53,2.73,1.92,2.42,144.32
2024-06-07,Email,Spain,Seasonal Promo Q4,6037,200,182.0,8,2247.74,3.32,0.91,4.18,12.35,22.75
2024-06-07,Email,Italy,Retargeting Q3,8853,248,300.08,13,2031.26,2.81,1.21,5.5,6.77,23.08
2024-06-08,SEA,France,Product Launch Q2,47687,1721,1617.74,54,5926.65,3.61,0.94,3.19,3.66,29.96
2024-06-08,SEA,Germany,Retargeting Q3,75041,1936,425.92,99,38541.41,2.58,0.22,5.15,90.49,4.3
2024-06-08,SEA,UK,Brand Awareness Q1,48649,2967,2729.64,54,18366.2,6.1,0.92,1.83,6.73,50.55
2024-06-08,SEA,Spain,Brand Awareness Q1,5435,336,504.0,14,5337.87,6.19,1.5,4.29,10.59,36.0
2024-06-08,SEA,Italy,Seasonal Promo Q4,66905,1779,4927.83,30,11684.06,2.66,2.77,1.72,2.37,164.26
2024-06-08,Display,France,Retargeting Q3,25585,1018,1109.62,42,12853.14,3.98,1.09,4.21,11.58,26.42
2024-06-08,Display,Germany,Retargeting Q3,77834,2529,6145.47,95,10434.73,3.25,2.43,3.77,1.7,64.69
2024-06-08,Display,UK,Seasonal Promo Q4,27323,1576,2111.84,71,11318.8,5.77,1.34,4.56,5.36,29.74
2024-06-08,Display,Spain,Brand Awareness Q1,20159,1580,2022.4,44,3494.11,7.84,1.28,2.84,1.73,45.96
2024-06-08,Display,Italy,Retargeting Q3,12174,407,150.59,21,1396.65,3.35,0.37,5.26,9.27,7.17
2024-06-08,Social Ads,France,Retargeting Q3,17156,482,819.4,11,1436.74,2.81,1.7,2.35,1.75,74.49
2024-06-08,Social Ads,Germany,Retargeting Q3,33157,1160,777.2,37,8699.57,3.5,0.67,3.19,11.19,21.01
2024-06-08,Social Ads,UK,Seasonal Promo Q4,19697,1345,4021.55,21,5317.27,6.83,2.99,1.6,1.32,191.5
2024-06-08,Social Ads,Spain,Product Launch Q2,31140,878,2634.0,35,2198.93,2.82,3.0,4.02,0.83,75.26
2024-06-08,Social Ads,Italy,Seasonal Promo Q4,69006,3153,945.9,62,14597.77,4.57,0.3,1.98,15.43,15.26
2024-06-08,Email,France,Product Launch Q2,15898,1131,486.33,22,7456.34,7.12,0.43,2.01,15.33,22.11
2024-06-08,Email,Germany,Brand Awareness Q1,60983,4604,8701.56,162,58541.71,7.55,1.89,3.53,6.73,53.71
2024-06-08,Email,UK,Seasonal Promo Q4,51219,3359,5979.02,113,6031.37,6.56,1.78,3.38,1.01,52.91
2024-06-08,Email,Spain,Retargeting Q3,29111,934,382.94,17,3498.76,3.21,0.41,1.91,9.14,22.53
2024-06-08,Email,Italy,Seasonal Promo Q4,58555,1926,4583.88,108,32953.88,3.29,2.38,5.63,7.19,42.44
2024-06-09,SEA,France,Seasonal Promo Q4,72090,973,1838.97,51,8908.89,1.35,1.89,5.32,4.84,36.06
2024-06-09,SEA,Germany,Seasonal Promo Q4,29640,904,2775.28,31,9527.14,3.05,3.07,3.48,3.43,89.53
2024-06-09,SEA,UK,Retargeting Q3,54663,4116,8890.56,123,46278.73,7.53,2.16,2.99,5.21,72.28
2024-06-09,SEA,Spain,Seasonal Promo Q4,34423,850,1283.5,33,8298.08,2.47,1.51,3.94,6.47,38.89
2024-06-09,SEA,Italy,Brand Awareness Q1,61362,1736,5537.84,21,5368.43,2.83,3.19,1.26,0.97,263.71
2024-06-09,Display,France,Brand Awareness Q1,9840,176,344.96,6,1307.35,1.79,1.96,3.77,3.79,57.49
2024-06-09,Display,Germany,Brand Awareness Q1,74637,5478,16160.1,242,40930.24,7.34,2.95,4.42,2.53,66.78
2024-06-09,Display,UK,Product Launch Q2,16139,771,1195.05,27,9898.49,4.78,1.55,3.61,8.28,44.26
2024-06-09,Display,Spain,Seasonal Promo Q4,43641,1627,4279.01,58,13389.07,3.73,2.63,3.57,3.13,73.78
2024-06-09,Display,Italy,Seasonal Promo Q4,53589,2181,4471.05,117,39588.1,4.07,2.05,5.38,8.85,38.21
2024-06-09,Social Ads,France,Brand Awareness Q1,48069,2619,5447.52,124,11686.56,5.45,2.08,4.77,2.15,43.93
2024-06-09,Social Ads,Germany,Brand Awareness Q1,11729,263,115.72,12,2543.6,2.25,0.44,4.73,21.98,9.64
2024-06-09,Social Ads,UK,Seasonal Promo Q4,23043,712,1409.76,29,10659.13,3.09,1.98,4.2,7.56,48.61
2024-06-09,Social Ads,Spain,Retargeting Q3,15741,665,2167.9,31,7290.96,4.23,3.26,4.75,3.36,69.93
