date,channel,sessions,bounce_rate_pct,pages_per_session,add_to_cart_rate_pct,checkout_rate_pct,conv_rate_pct,orders,avg_order_value,revenue,cart_abandonment_pct
2024-04-21,Social Media,5112,25.1,2.8,16.2,12.9,11.16,570,149.15,85015.5,31.1
2024-04-21,Direct,6843,53.8,6.1,7.6,5.8,4.33,296,301.66,89291.36,43.0
2024-04-22,Organic Search,7867,58.7,4.3,11.9,6.0,3.58,281,343.56,96540.36,69.9
2024-04-22,Paid Search,5025,49.1,1.6,17.6,11.5,8.67,435,349.14,151875.9,50.7
2024-04-22,Email,5243,46.6,4.2,14.0,10.0,7.16,375,294.33,110373.75,48.9
2024-04-22,Social Media,3369,41.3,5.1,14.9,11.4,6.42,216,226.13,48844.08,56.9
2024-04-22,Direct,5487,34.5,5.7,18.2,11.1,5.58,306,265.29,81178.74,69.3
2024-04-23,Organic Search,334,58.5,5.5,19.6,13.2,5.32,17,204.11,3469.87,72.9
2024-04-23,Paid Search,4571,29.8,4.1,16.0,8.6,7.34,335,348.23,116657.05,54.1
2024-04-23,Email,4836,49.4,5.8,13.2,6.3,3.42,165,165.68,27337.2,74.1
2024-04-23,Social Media,1669,33.2,4.8,17.1,10.4,5.07,84,206.77,17368.68,70.4
2024-04-23,Direct,6199,46.1,2.4,9.1,4.5,3.3,204,356.39,72703.56,63.7
2024-04-24,Organic Search,6692,55.2,3.2,8.4,4.5,3.52,235,118.95,27953.25,58.1
2024-04-24,Paid Search,2106,44.2,2.9,11.1,5.7,3.4,71,261.24,18548.04,69.4
2024-04-24,Email,2058,56.3,4.5,11.0,6.8,4.5,92,150.4,13836.8,59.1
2024-04-24,Social Media,5723,41.3,4.0,8.3,6.3,2.83,161,254.7,41006.7,65.9
2024-04-24,Direct,7934,50.7,4.7,17.1,10.4,9.3,737,240.6,177322.2,45.6
2024-04-25,Organic Search,2988,42.9,3.8,21.6,14.7,10.29,307,178.25,54722.75,52.4
2024-04-25,Paid Search,7646,69.7,3.8,17.8,10.3,4.79,366,346.71,126895.86,73.1
2024-04-25,Email,4552,46.5,2.7,13.4,5.8,3.9,177,352.97,62475.69,70.9
2024-04-25,Social Media,7321,49.8,2.5,5.6,3.8,1.91,139,181.68,25253.52,65.9
2024-04-25,Direct,6638,40.6,2.2,14.2,7.2,5.27,349,283.1,98801.9,62.9
2024-04-26,Organic Search,1520,65.3,3.4,24.5,14.9,12.07,183,99.18,18149.94,50.7
2024-04-26,Paid Search,3182,25.9,2.1,23.4,16.4,8.54,271,264.1,71571.1,63.5
2024-04-26,Email,5088,69.2,4.2,17.4,13.3,10.6,539,149.5,80580.5,39.1
2024-04-26,Social Media,4493,66.1,5.9,17.8,9.3,6.67,299,357.39,106859.61,62.5
2024-04-26,Direct,3969,59.2,4.1,23.6,12.2,7.32,290,72.25,20952.5,69.0
2024-04-27,Organic Search,3117,29.9,2.9,11.5,6.0,3.95,123,128.6,15817.8,65.7
2024-04-27,Paid Search,589,53.3,1.5,8.5,4.6,3.89,22,350.67,7714.74,54.2
2024-04-27,Email,853,69.6,5.8,19.1,12.7,9.7,82,96.63,7923.66,49.2
2024-04-27,Social Media,5100,66.1,2.5,14.1,7.0,5.92,301,352.55,106117.55,58.0
2024-04-27,Direct,2980,27.1,3.2,5.3,3.6,2.07,61,324.64,19803.04,60.9
2024-04-28,Organic Search,3027,64.2,5.7,18.1,8.1,4.64,140,238.66,33412.4,74.4
2024-04-28,Paid Search,2987,27.1,6.1,11.5,7.5,6.26,186,54.27,10094.22,45.6
2024-04-28,Email,2558,29.3,5.6,8.4,5.2,4.26,108,165.81,17907.48,49.3
2024-04-28,Social Media,3962,46.2,3.2,8.9,6.9,3.68,145,374.09,54243.05,58.7
2024-04-28,Direct,5349,61.4,4.3,20.3,8.8,6.86,366,307.16,112420.56,66.2
2024-04-29,Organic Search,3265,25.9,5.8,6.9,3.9,3.01,98,63.46,6219.08,56.4
2024-04-29,Paid Search,2533,69.2,1.9,9.9,7.4,5.46,138,209.98,28977.24,44.8
2024-04-29,Email,3026,40.8,3.4,18.7,9.6,7.03,212,179.48,38049.76,62.4
2024-04-29,Social Media,5966,40.1,4.8,10.0,5.0,4.17,248,228.43,56650.64,58.3
2024-04-29,Direct,6120,64.6,5.6,23.6,17.6,9.35,572,130.84,74840.48,60.4
2024-04-30,Organic Search,1054,51.3,5.6,10.8,4.6,3.99,42,274.93,11547.06,63.1
2024-04-30,Paid Search,2851,47.3,4.8,10.1,7.7,3.97,113,162.61,18374.93,60.7
2024-04-30,Email,6134,48.1,1.6,17.6,7.9,4.87,298,188.18,56077.64,72.3
2024-04-30,Social Media,2237,69.8,2.3,22.5,10.3,8.46,189,245.28,46357.92,62.4
2024-04-30,Direct,4316,59.9,2.6,7.9,5.8,4.61,198,269.48,53357.04,41.6
2024-05-01,Organic Search,2493,66.5,5.7,19.2,13.8,11.02,274,54.22,14856.28,42.6
2024-05-01,Paid Search,4264,41.2,4.7,19.6,8.2,6.94,295,272.1,80269.5,64.6
2024-05-01,Email,4012,65.0,6.4,5.3,3.5,2.58,103,144.59,14892.77,51.3
2024-05-01,Social Media,3858,61.1,4.5,5.1,3.3,2.05,79,334.06,26390.74,59.8
2024-05-01,Direct,5371,59.4,4.1,6.3,4.2,3.63,194,262.22,50870.68,42.4
2024-05-02,Organic Search,7212,60.4,3.6,19.1,12.3,9.43,680,267.92,182185.6,50.6
2024-05-02,Paid Search,3190,45.0,3.9,22.8,13.0,7.7,245,277.59,68009.55,66.2
2024-05-02,Email,7751,37.0,4.5,9.1,6.6,4.21,326,175.74,57291.24,53.7
2024-05-02,Social Media,6646,28.5,5.8,8.9,5.6,2.96,196,181.01,35477.96,66.7
2024-05-02,Direct,2091,65.2,3.1,8.0,3.8,2.44,51,130.74,6667.74,69.5
2024-05-03,Organic Search,657,40.3,2.1,20.2,9.6,6.84,44,183.48,8073.12,66.1
2024-05-03,Paid Search,6173,29.5,6.4,6.1,3.9,2.1,129,202.4,26109.6,65.6
2024-05-03,Email,6079,41.4,4.5,10.2,8.1,5.13,311,286.51,89104.61,49.7
2024-05-03,Social Media,2156,44.8,4.7,10.9,7.4,3.96,85,80.34,6828.9,63.7
2024-05-03,Direct,4405,37.1,3.0,10.0,7.2,3.24,142,99.11,14073.62,67.6
2024-05-04,Organic Search,1431,30.0,2.9,7.5,3.7,2.36,33,255.74,8439.42,68.5
2024-05-04,Paid Search,6106,63.2,3.5,5.5,2.8,2.34,142,355.97,50547.74,57.5
2024-05-04,Email,5220,42.1,5.9,6.0,3.2,2.87,149,252.71,37653.79,52.2
2024-05-04,Social Media,3783,26.2,4.4,23.4,14.2,8.01,303,93.96,28469.88,65.8
2024-05-04,Direct,3699,42.8,3.0,13.4,7.7,4.94,182,376.12,68453.84,63.1
2024-05-05,Organic Search,7490,67.8,4.3,6.9,3.0,1.25,93,247.71,23037.03,81.9
2024-05-05,Paid Search,4091,48.9,3.3,10.3,6.7,5.0,204,279.54,57026.16,51.5
2024-05-05,Email,4005,40.2,5.7,24.9,11.8,5.48,219,51.58,11296.02,78.0
2024-05-05,Social Media,5680,28.2,1.9,12.7,9.4,4.5,255,285.02,72680.1,64.6
2024-05-05,Direct,2096,56.6,4.4,6.5,3.5,2.08,43,378.48,16274.64,68.0
2024-05-06,Organic Search,1497,53.8,2.4,11.7,6.8,4.71,70,106.52,7456.4,59.7
2024-05-06,Paid Search,6674,59.0,5.5,11.5,7.0,3.22,214,308.28,65971.92,72.0
2024-05-06,Email,7353,47.8,5.6,9.4,6.6,5.61,412,192.93,79487.16,40.3
2024-05-06,Social Media,3636,31.3,3.4,18.4,11.4,6.07,220,264.6,58212.0,67.0
2024-05-06,Direct,2119,30.0,5.8,18.8,11.8,9.82,208,250.1,52020.8,47.8
2024-05-07,Organic Search,1837,63.2,4.7,10.2,4.7,3.02,55,352.89,19408.95,70.4
2024-05-07,Paid Search,5196,63.5,3.5,9.5,4.8,3.66,190,48.54,9222.6,61.5
2024-05-07,Email,2568,30.0,3.8,23.5,14.3,11.87,304,87.32,26545.28,49.5
2024-05-07,Social Media,5554,30.7,1.6,15.4,11.4,5.17,287,268.47,77050.89,66.4
2024-05-07,Direct,7660,49.2,1.9,18.2,7.7,3.12,238,294.52,70095.76,82.9
2024-05-08,Organic Search,4897,42.5,5.4,12.9,8.2,5.61,274,171.45,46977.3,56.5
2024-05-08,Paid Search,2476,34.3,4.8,22.3,14.8,8.34,206,249.0,51294.0,62.6
2024-05-08,Email,1618,55.5,3.3,14.5,11.1,9.41,152,251.32,38200.64,35.1
2024-05-08,Social Media,6192,30.0,5.8,17.3,12.0,10.4,643,65.31,41994.33,39.9
2024-05-08,Direct,2939,65.1,5.6,22.9,16.0,11.68,343,108.96,37373.28,49.0
2024-05-09,Organic Search,6429,46.3,4.5,5.5,2.3,1.88,120,141.69,17002.8,65.8
2024-05-09,Paid Search,6586,63.5,5.2,18.4,11.7,4.95,326,114.77,37415.02,73.1
2024-05-09,Email,858,59.4,4.5,18.6,12.0,7.71,66,330.16,21790.56,58.5
2024-05-09,Social Media,2128,41.7,4.3,21.3,12.8,6.0,127,240.79,30580.33,71.8
2024-05-09,Direct,3838,55.0,4.8,16.9,7.7,6.36,244,50.17,12241.48,62.4
2024-05-10,Organic Search,953,31.4,3.6,10.7,6.1,2.52,24,173.62,4166.88,76.4
2024-05-10,Paid Search,1648,32.5,5.7,14.1,10.2,6.11,100,137.12,13712.0,56.7
2024-05-10,Email,4336,37.9,1.8,9.9,6.6,5.54,240,308.68,74083.2,44.0
2024-05-10,Social Media,2179,69.4,5.3,6.6,3.6,3.08,67,76.13,5100.71,53.3
2024-05-10,Direct,3251,69.4,1.7,20.3,10.3,5.96,193,124.81,24088.33,70.6
2024-05-11,Organic Search,4036,30.4,3.9,14.9,10.2,5.64,227,364.66,82777.82,62.1
2024-05-11,Paid Search,223,57.2,5.1,9.7,7.7,3.9,8,303.03,2424.24,59.8
2024-05-11,Email,7781,54.1,2.0,13.4,9.7,4.98,387,169.48,65588.76,62.8
2024-05-11,Social Media,5052,47.9,4.4,7.7,3.1,2.01,101,270.58,27328.58,73.9
2024-05-11,Direct,3520,64.8,1.8,8.3,4.2,2.83,99,162.71,16108.29,65.9
2024-05-12,Organic Search,7294,26.6,6.0,18.5,8.9,5.9,430,252.93,108759.9,68.1
2024-05-12,Paid Search,7641,58.3,6.4,12.0,8.9,6.4,489,183.96,89956.44,46.7
2024-05-12,Email,2920,45.6,5.8,18.0,9.6,4.61,134,217.41,29132.94,74.4
2024-05-12,Social Media,5083,61.2,3.5,20.3,13.8,11.45,582,127.65,74292.3,43.6
2024-05-12,Direct,6428,25.9,5.3,12.8,8.6,7.57,486,231.84,112674.24,40.9
2024-05-13,Organic Search,1919,57.0,2.9,11.4,5.7,3.26,62,89.16,5527.92,71.4
2024-05-13,Paid Search,3770,35.9,2.9,14.1,8.5,5.37,202,99.49,20096.98,61.9
2024-05-13,Email,7252,43.7,5.4,5.4,4.3,2.27,164,90.46,14835.44,58.0
2024-05-13,Social Media,3355,44.3,3.8,15.7,6.5,2.64,88,176.28,15512.64,83.2
2024-05-13,Direct,964,55.5,3.5,8.2,4.9,2.75,26,65.81,1711.06,66.5
2024-05-14,Organic Search,295,39.4,1.5,21.1,11.3,8.75,25,297.21,7430.25,58.5
2024-05-14,Paid Search,4280,40.7,5.9,15.5,10.4,6.03,258,200.95,51845.1,61.1
2024-05-14,Email,3790,31.5,2.5,23.6,9.6,8.55,324,276.72,89657.28,63.8
2024-05-14,Social Media,2561,48.9,3.7,7.2,4.6,1.93,49,258.57,12669.93,73.2
2024-05-14,Direct,1341,25.9,2.3,21.5,10.2,6.3,84,177.69,14925.96,70.7
2024-05-15,Organic Search,2442,29.9,5.2,24.8,19.7,16.98,414,215.57,89245.98,31.5
2024-05-15,Paid Search,3540,62.0,4.8,12.8,8.5,6.07,214,150.6,32228.4,52.6
2024-05-15,Email,1907,57.1,4.0,18.7,8.1,5.53,105,80.85,8489.25,70.4
2024-05-15,Social Media,3307,29.2,1.8,10.5,8.0,5.26,173,246.11,42577.03,49.9
2024-05-15,Direct,2403,52.0,3.0,8.1,3.7,3.01,72,160.99,11591.28,62.8
2024-05-16,Organic Search,7076,51.2,6.4,12.2,8.5,6.29,445,309.02,137513.9,48.4
2024-05-16,Paid Search,2635,28.5,4.3,13.4,8.1,5.17,136,52.34,7118.24,61.4
2024-05-16,Email,2254,36.6,3.2,14.9,9.3,8.26,186,119.5,22227.0,44.6
2024-05-16,Social Media,5564,56.1,1.7,24.3,13.1,5.42,301,357.08,107481.08,77.7
2024-05-16,Direct,7425,59.2,2.6,22.3,9.6,7.15,530,260.46,138043.8,67.9
2024-05-17,Organic Search,1788,69.2,3.8,14.1,9.0,5.45,97,320.95,31132.15,61.3
2024-05-17,Paid Search,4713,33.4,2.5,24.3,18.6,15.4,725,135.6,98310.0,36.6
2024-05-17,Email,596,67.4,5.1,10.6,4.5,2.32,13,364.44,4737.72,78.1
2024-05-17,Social Media,3771,27.1,6.3,15.2,12.0,6.15,231,189.28,43723.68,59.5
2024-05-17,Direct,4686,56.3,2.3,14.4,6.1,3.79,177,343.17,60741.09,73.7
2024-05-18,Organic Search,5806,51.6,2.9,19.4,10.6,8.82,512,252.5,129280.0,54.5
2024-05-18,Paid Search,3390,50.1,6.1,6.3,4.0,2.01,68,205.7,13987.6,68.1
2024-05-18,Email,2293,52.6,5.1,12.1,6.2,5.5,126,156.5,19719.0,54.5
2024-05-18,Social Media,795,25.4,5.2,13.8,7.9,5.21,41,204.21,8372.61,62.2
2024-05-18,Direct,7464,44.7,3.1,5.6,3.8,2.01,150,291.09,43663.5,64.1
2024-05-19,Organic Search,1682,34.5,2.4,18.7,13.7,7.08,119,313.82,37344.58,62.1
2024-05-19,Paid Search,7101,46.2,5.5,19.9,9.5,7.22,512,278.25,142464.0,63.7
2024-05-19,Email,6452,53.6,1.9,22.3,13.5,11.76,758,284.52,215666.16,47.3
2024-05-19,Social Media,1118,47.1,3.4,17.1,12.4,9.76,109,295.48,32207.32,42.9
2024-05-19,Direct,4736,48.7,5.5,20.4,15.5,7.36,348,345.34,120178.32,63.9
2024-05-20,Organic Search,2019,59.9,5.4,15.5,8.2,6.84,138,216.57,29886.66,55.9
2024-05-20,Paid Search,1736,28.5,2.1,15.0,8.0,4.46,77,93.54,7202.58,70.3
2024-05-20,Email,1684,54.1,4.3,6.0,3.0,1.42,23,232.61,5350.03,76.3
2024-05-20,Social Media,219,28.3,4.5,11.3,8.6,6.93,15,206.02,3090.3,38.7
2024-05-20,Direct,4698,62.4,2.4,19.0,13.0,6.82,320,270.19,86460.8,64.1
2024-05-21,Organic Search,7823,26.7,1.8,14.7,6.3,3.19,249,247.19,61550.31,78.3
2024-05-21,Paid Search,2973,61.9,3.8,9.6,5.1,3.37,100,117.56,11756.0,64.9
2024-05-21,Email,7940,51.1,1.8,6.3,4.9,2.52,200,182.15,36430.0,60.0
2024-05-21,Social Media,3376,69.7,5.0,12.0,6.9,4.23,142,248.92,35346.64,64.8
2024-05-21,Direct,3472,64.1,4.4,15.7,12.1,5.9,204,371.82,75851.28,62.4
2024-05-22,Organic Search,2886,37.2,4.2,12.8,8.6,4.36,125,239.46,29932.5,65.9
2024-05-22,Paid Search,944,56.8,4.3,12.9,9.0,6.64,62,127.6,7911.2,48.5
2024-05-22,Email,7902,29.1,2.1,14.4,8.6,7.46,589,304.46,179326.94,48.2
2024-05-22,Social Media,5310,61.0,5.8,7.2,4.5,3.24,172,306.63,52740.36,55.0
2024-05-22,Direct,6682,33.3,1.9,7.8,3.3,1.85,123,112.37,13821.51,76.3
2024-05-23,Organic Search,6109,39.8,2.7,18.7,10.7,5.46,333,189.55,63120.15,70.8
2024-05-23,Paid Search,6922,41.9,3.5,8.8,6.9,6.06,419,59.65,24993.35,31.1
2024-05-23,Email,5912,49.1,5.3,16.3,9.0,7.64,451,137.77,62134.27,53.1
2024-05-23,Social Media,4314,51.1,2.9,12.3,8.4,5.84,251,50.73,12733.23,52.5
2024-05-23,Direct,7217,35.8,5.1,17.2,9.1,3.93,283,269.35,76226.05,77.2
2024-05-24,Organic Search,7940,64.1,4.7,15.6,8.2,5.41,429,235.75,101136.75,65.3
2024-05-24,Paid Search,7694,60.4,4.3,21.6,13.9,8.45,650,61.57,40020.5,60.9
2024-05-24,Email,6393,46.7,5.7,17.3,8.1,6.56,419,98.92,41447.48,62.1
2024-05-24,Social Media,2064,62.3,4.4,13.8,7.9,4.32,89,296.73,26408.97,68.7
2024-05-24,Direct,2685,65.3,3.8,10.6,5.8,2.94,78,197.7,15420.6,72.3
2024-05-25,Organic Search,3520,56.5,5.8,12.4,6.6,3.74,131,144.0,18864.0,69.8
2024-05-25,Paid Search,610,63.5,2.9,11.2,8.5,7.5,45,297.19,13373.55,33.0
2024-05-25,Email,7296,36.1,5.1,13.1,5.9,3.72,271,153.77,41671.67,71.6
2024-05-25,Social Media,865,53.5,3.3,8.8,5.2,3.33,28,263.34,7373.52,62.2
2024-05-25,Direct,284,50.0,3.6,10.1,5.3,3.76,10,131.09,1310.9,62.8
2024-05-26,Organic Search,3869,41.6,1.7,11.9,8.2,4.44,171,187.83,32118.93,62.7
2024-05-26,Paid Search,3102,32.5,4.8,19.6,10.9,8.88,275,332.85,91533.75,54.7
2024-05-26,Email,2102,39.2,6.4,19.4,12.9,10.13,212,309.3,65571.6,47.8
2024-05-26,Social Media,765,42.1,2.1,20.3,15.0,9.4,71,90.78,6445.38,53.7
2024-05-26,Direct,7813,56.1,3.1,11.9,5.9,4.69,366,279.63,102344.58,60.6
2024-05-27,Organic Search,1270,29.3,5.8,20.3,13.2,11.29,143,275.64,39416.52,44.4
2024-05-27,Paid Search,6674,41.1,3.2,12.5,6.3,4.15,276,153.91,42479.16,66.8
2024-05-27,Email,7044,34.4,2.1,10.8,7.4,4.87,343,318.54,109259.22,54.9
2024-05-27,Social Media,5040,46.4,2.8,24.8,13.5,8.66,436,168.03,73261.08,65.1
2024-05-27,Direct,4787,33.5,4.0,16.8,9.8,4.0,191,219.49,41922.59,76.2
2024-05-28,Organic Search,809,49.8,5.1,15.6,9.8,8.16,66,81.38,5371.08,47.7
2024-05-28,Paid Search,1283,58.7,4.0,9.1,5.6,3.62,46,350.15,16106.9,60.2
2024-05-28,Email,493,33.4,4.1,5.7,3.0,1.95,9,79.43,714.87,65.8
2024-05-28,Social Media,3872,54.9,3.3,11.8,6.3,3.18,123,197.4,24280.2,73.1
2024-05-28,Direct,5899,28.4,2.3,13.0,9.0,4.81,283,229.46,64937.18,63.0
2024-05-29,Organic Search,7929,65.8,5.0,24.4,12.8,11.46,908,291.35,264545.8,53.0
2024-05-29,Paid Search,3661,33.6,2.4,6.2,4.1,2.86,104,82.69,8599.76,53.9
2024-05-29,Email,320,28.1,6.1,5.5,4.1,1.81,5,245.08,1225.4,67.1
2024-05-29,Social Media,5795,56.9,5.8,24.2,17.5,10.71,620,237.0,146940.0,55.7
2024-05-29,Direct,2038,56.0,2.6,10.4,4.7,2.9,59,324.92,19170.28,72.1
2024-05-30,Organic Search,1762,38.1,5.1,24.6,18.2,11.1,195,351.17,68478.15,54.9
2024-05-30,Paid Search,7383,47.7,3.3,6.3,5.0,4.5,332,296.81,98540.92,28.6
2024-05-30,Email,1314,64.3,6.1,12.7,7.5,4.88,64,361.48,23134.72,61.6
2024-05-30,Social Media,6804,65.1,2.6,6.6,5.0,3.68,250,287.57,71892.5,44.2
2024-05-30,Direct,6042,57.6,4.7,14.7,8.1,6.04,364,275.17,100161.88,58.9
2024-05-31,Organic Search,4645,57.3,2.7,24.2,13.3,10.68,496,292.79,145223.84,55.9
2024-05-31,Paid Search,3766,32.9,3.9,13.4,9.4,5.01,188,224.78,42258.64,62.6
2024-05-31,Email,4935,53.6,5.3,9.2,5.4,3.93,193,370.37,71481.41,57.3
2024-05-31,Social Media,7982,37.1,4.9,20.3,15.6,13.06,1042,317.49,330824.58,35.7
2024-05-31,Direct,1039,52.1,3.1,6.1,3.6,3.2,33,351.55,11601.15,47.5
2024-06-01,Organic Search,693,59.8,4.6,12.4,7.2,4.69,32,155.17,4965.44,62.2
2024-06-01,Paid Search,4413,49.0,4.9,23.4,11.7,5.1,225,288.61,64937.25,78.2
2024-06-01,Email,3266,33.1,5.5,20.8,11.5,7.44,242,330.83,80060.86,64.2
2024-06-01,Social Media,4569,29.0,3.9,16.8,11.0,5.18,236,61.89,14606.04,69.2
2024-06-01,Direct,7045,38.3,3.3,7.1,5.0,3.99,281,124.55,34998.55,43.8
2024-06-02,Organic Search,4602,65.3,2.7,9.4,4.9,3.85,177,226.63,40113.51,59.0
2024-06-02,Paid Search,6035,25.1,2.4,14.7,9.2,7.92,477,209.07,99726.39,46.1
2024-06-02,Email,858,62.7,5.7,11.9,6.0,4.94,42,234.32,9841.44,58.5
2024-06-02,Social Media,6658,40.8,3.7,21.0,13.0,10.02,667,343.51,229121.17,52.3
2024-06-02,Direct,499,64.3,1.6,8.4,4.4,2.13,10,251.25,2512.5,74.6
2024-06-03,Organic Search,4721,58.4,2.5,11.0,7.6,6.39,301,230.56,69398.56,41.9
2024-06-03,Paid Search,6490,34.8,3.4,19.7,11.0,8.71,565,367.48,207626.2,55.8
2024-06-03,Email,3060,42.9,5.7,11.8,7.2,4.75,145,244.34,35429.3,59.7
2024-06-03,Social Media,3598,44.6,6.3,12.0,7.6,3.09,111,187.79,20844.69,74.2
2024-06-03,Direct,4941,39.9,5.5,9.1,6.3,5.2,256,347.07,88849.92,42.9
2024-06-04,Organic Search,4648,43.2,5.3,12.0,8.9,4.01,186,293.11,54518.46,66.6
2024-06-04,Paid Search,6903,49.4,5.2,7.9,3.8,2.98,205,106.98,21930.9,62.3
2024-06-04,Email,3195,45.6,2.9,22.6,15.3,7.2,230,294.41,67714.3,68.1
2024-06-04,Social Media,5666,29.8,6.0,6.6,4.1,2.21,125,216.33,27041.25,66.5
2024-06-04,Direct,1173,57.2,2.7,17.7,10.8,6.03,70,220.47,15432.9,65.9
2024-06-05,Organic Search,3222,54.2,6.4,13.8,7.4,5.11,164,276.29,45311.56,63.0
2024-06-05,Paid Search,5728,25.9,2.1,8.9,7.1,3.17,181,206.57,37389.17,64.4
2024-06-05,Email,2969,34.6,5.6,21.8,12.0,7.28,216,269.19,58145.04,66.6
2024-06-05,Social Media,7704,43.3,4.2,24.1,17.3,7.99,615,88.22,54255.3,66.8
2024-06-05,Direct,7018,50.6,1.9,5.9,4.6,3.84,269,261.13,70243.97,34.9
2024-06-06,Organic Search,7932,69.7,2.6,21.8,15.1,7.31,579,125.65,72751.35,66.5
2024-06-06,Paid Search,7027,46.3,3.8,6.4,4.6,2.61,183,334.01,61123.83,59.2
2024-06-06,Email,3868,47.9,2.4,11.1,7.7,5.4,208,283.18,58901.44,51.4
2024-06-06,Social Media,1910,38.8,5.7,17.5,9.7,5.13,97,109.12,10584.64,70.7
2024-06-06,Direct,5799,46.2,3.3,10.7,7.5,3.05,176,343.8,60508.8,71.5
2024-06-07,Organic Search,919,44.1,2.4,24.7,16.5,13.48,123,146.7,18044.1,45.4
2024-06-07,Paid Search,1594,48.5,2.5,16.1,11.0,8.07,128,338.39,43313.92,49.9
2024-06-07,Email,6378,31.2,2.4,20.9,13.8,8.73,556,291.56,162107.36,58.2
2024-06-07,Social Media,2093,38.3,6.4,6.0,3.2,2.72,56,68.38,3829.28,54.7
2024-06-07,Direct,7199,65.9,2.1,8.3,6.0,4.97,357,227.59,81249.63,40.1
2024-06-08,Organic Search,2958,60.9,5.5,16.6,10.0,4.79,141,376.89,53141.49,71.1
2024-06-08,Paid Search,7134,37.5,4.1,9.5,4.9,3.41,243,346.62,84228.66,64.1
2024-06-08,Email,4978,25.4,1.7,7.4,5.5,2.88,143,182.31,26070.33,61.1
2024-06-08,Social Media,317,28.1,6.4,9.8,5.2,3.84,12,315.96,3791.52,60.8
2024-06-08,Direct,7804,67.8,3.4,21.4,9.8,5.47,426,56.01,23860.26,74.4
2024-06-09,Organic Search,1383,56.8,2.3,5.0,2.3,1.86,25,131.98,3299.5,62.8
2024-06-09,Paid Search,6902,30.0,3.6,7.9,3.3,1.67,115,332.25,38208.75,78.9
2024-06-09,Email,4176,56.2,3.3,5.4,3.4,2.2,91,288.79,26279.89,59.3
2024-06-09,Social Media,2119,47.5,4.2,12.7,10.1,8.62,182,243.02,44229.64,32.1
2024-06-09,Direct,4318,61.6,4.4,20.8,16.1,13.13,566,80.57,45602.62,36.9
2024-06-10,Organic Search,4848,33.8,3.6,5.2,4.1,2.85,138,243.77,33640.26,45.2
2024-06-10,Paid Search,7856,48.3,1.9,5.8,2.7,1.49,117,200.94,23509.98,74.3
2024-06-10,Email,5643,64.2,5.1,10.3,4.2,3.45,194,340.69,66093.86,66.5
2024-06-10,Social Media,1142,50.3,4.1,10.8,8.4,3.61,41,258.92,10615.72,66.6
2024-06-10,Direct,3253,42.5,2.6,24.1,18.7,10.15,330,158.95,52453.5,57.9
2024-06-11,Organic Search,922,51.1,4.7,23.5,18.3,8.05,74,225.75,16705.5,65.7
2024-06-11,Paid Search,1662,50.2,2.9,15.2,10.9,6.51,108,310.19,33500.52,57.2
2024-06-11,Email,5666,66.8,5.3,7.5,3.8,2.81,159,273.14,43429.26,62.5
2024-06-11,Social Media,4913,33.5,6.1,24.4,12.5,10.6,520,170.36,88587.2,56.6
2024-06-11,Direct,7271,36.0,5.5,23.1,13.3,6.56,476,302.68,144075.68,71.6
2024-06-12,Organic Search,2801,54.0,6.3,18.2,10.8,6.89,192,370.2,71078.4,62.1
2024-06-12,Paid Search,6610,41.0,2.4,22.0,13.4,6.08,401,313.07,125541.07,72.4
2024-06-12,Email,7527,48.7,4.5,21.6,13.0,5.47,411,264.27,108614.97,74.7
2024-06-12,Social Media,5346,40.5,2.3,19.7,8.2,4.88,260,154.48,40164.8,75.2
2024-06-12,Direct,2665,26.0,1.9,13.7,10.0,4.15,110,250.44,27548.4,69.7
2024-06-13,Organic Search,5984,28.2,3.8,9.7,5.9,5.02,300,183.27,54981.0,48.2
2024-06-13,Paid Search,1054,35.3,4.0,16.2,11.1,5.16,54,86.18,4653.72,68.1
2024-06-13,Email,281,42.3,4.3,6.7,3.7,2.25,6,109.54,657.24,66.4
2024-06-13,Social Media,3744,41.6,2.7,8.4,5.9,3.18,119,242.25,28827.75,62.1
2024-06-13,Direct,4033,30.2,1.6,16.3,11.7,7.89,318,283.83,90257.94,51.6
2024-06-14,Organic Search,6060,30.2,3.6,11.9,5.5,2.52,152,156.4,23772.8,78.8
2024-06-14,Paid Search,995,38.5,2.2,6.6,3.6,2.97,29,224.97,6524.13,55.0
2024-06-14,Email,1588,41.8,3.8,8.0,6.0,3.11,49,119.62,5861.38,61.1
2024-06-14,Social Media,4533,66.2,1.6,5.4,3.1,1.38,62,69.02,4279.24,74.4
2024-06-14,Direct,6375,54.1,2.0,10.9,4.5,3.06,195,240.58,46913.1,71.9
2024-06-15,Organic Search,6873,43.1,5.1,9.2,4.2,3.32,228,79.99,18237.72,63.9
2024-06-15,Paid Search,288,51.6,2.1,9.9,6.5,4.19,12,50.49,605.88,57.7
2024-06-15,Email,1891,69.6,5.3,20.4,16.3,6.89,130,208.64,27123.2,66.2
2024-06-15,Social Media,2278,63.7,6.1,14.1,6.0,2.69,61,281.46,17169.06,80.9
2024-06-15,Direct,5073,66.2,3.3,24.8,19.0,15.57,789,372.28,293728.92,37.2
2024-06-16,Organic Search,5931,60.1,2.0,24.0,16.0,6.8,403,195.1,78625.3,71.7
2024-06-16,Paid Search,7628,68.0,4.7,19.3,7.7,3.58,273,122.0,33306.0,81.5
2024-06-16,Email,454,56.4,2.6,14.6,8.4,6.84,31,195.13,6049.03,53.2
